dt,x,y,position,velocity,acceleration,jerk,heading
0.010000,7.735238,13.824573,6.302988,5.679974,-25.827085,-141.148085,6.137097
0.010000,7.788657,13.815683,6.357142,5.415360,-26.461328,-63.424250,6.098841
0.010000,7.839137,13.805235,6.408692,5.154999,-26.036129,42.519903,6.058730
0.010000,7.886737,13.793331,6.457758,4.906547,-24.845209,119.091952,6.016883
0.010000,7.931565,13.780065,6.504508,4.675043,-23.150380,169.482922,5.973469
0.010000,7.973786,13.765517,6.549165,4.465689,-20.935412,221.496830,5.928710
0.010000,8.013609,13.749742,6.591999,4.283392,-18.229696,270.571619,5.882876
0.010000,8.051284,13.732762,6.633323,4.132372,-15.102022,312.767387,5.836280
0.010000,8.087081,13.714565,6.673479,4.015699,-11.667316,343.470537,5.789266
0.010000,8.121281,13.695101,6.712830,3.935067,-8.063216,360.410010,5.742194
0.010000,8.154152,13.674291,6.751735,3.890452,-4.461494,360.172275,5.695424
0.010000,8.185937,13.652033,6.790538,3.880337,-1.011478,345.001532,5.649300
0.010000,8.216841,13.628217,6.829554,3.901598,2.126106,313.758410,5.604138
0.010000,8.247023,13.602734,6.869055,3.950098,4.850006,272.390004,5.560208
0.010000,8.276596,13.575490,6.909265,4.021013,7.091535,224.152945,5.517734
0.010000,8.305630,13.546416,6.950354,4.108845,8.783137,169.160120,5.476890
0.010000,8.334157,13.515469,6.992443,4.208924,10.007967,122.483066,5.437793
0.010000,8.362179,13.482638,7.035606,4.316328,10.740355,73.238749,5.400518
0.010000,8.389676,13.447943,7.079876,4.427031,11.070340,32.998567,5.365095
0.010000,8.416614,13.411437,7.125246,4.536940,10.990898,-7.944248,5.331525
0.010000,8.442955,13.373185,7.171690,4.644374,10.743378,-24.752030,5.299774
0.010000,8.468656,13.333282,7.219153,4.746389,10.201503,-54.187418,5.269792
0.010000,8.493676,13.291831,7.267570,4.841666,9.527719,-67.378467,5.241511
0.010000,8.517982,13.248945,7.316865,4.929494,8.782724,-74.499482,5.214853
0.010000,8.541542,13.204749,7.366949,5.008398,7.890482,-89.224179,5.189738
0.010000,8.564336,13.159357,7.417742,5.079275,7.087683,-80.279901,5.166075
0.010000,8.586346,13.112895,7.469153,5.141169,6.189422,-89.826110,5.143781
0.010000,8.607563,13.065482,7.521098,5.194474,5.330477,-85.894489,5.122769
0.010000,8.627986,13.017228,7.573496,5.239760,4.528611,-80.186633,5.102956
0.010000,8.647614,12.968244,7.626265,5.276951,3.719032,-80.957924,5.084264
0.010000,8.666455,12.918634,7.679333,5.306744,2.979302,-73.973002,5.066616
0.010000,8.684518,12.868498,7.732623,5.329063,2.231939,-74.736288,5.049944
0.010000,8.701819,12.817923,7.786076,5.345243,1.618008,-61.393084,5.034180
0.010000,8.718372,12.766994,7.839628,5.355183,0.994035,-62.397237,5.019261
0.010000,8.734198,12.715788,7.893223,5.359552,0.436879,-55.715648,5.005132
0.010000,8.749312,12.664389,7.946799,5.357544,-0.200858,-63.773722,4.991740
0.010000,8.763739,12.612850,8.000319,5.352002,-0.554139,-35.328031,4.979033
0.010000,8.777498,12.561244,8.053727,5.340828,-1.117458,-56.331939,4.966968
0.010000,8.790614,12.509621,8.106990,5.326352,-1.447606,-33.014820,4.955501
0.010000,8.803107,12.458036,8.160066,5.307588,-1.876327,-42.872099,4.944594
0.010000,8.815000,12.406543,8.212916,5.284932,-2.265674,-38.934703,4.934211
0.010000,8.826315,12.355184,8.265506,5.259071,-2.586058,-32.038380,4.924319
0.010000,8.837073,12.304002,8.317807,5.230039,-2.903213,-31.715537,4.914887
0.010000,8.847297,12.253032,8.369792,5.198478,-3.156097,-25.288350,4.905888
0.010000,8.857009,12.202307,8.421438,5.164689,-3.378868,-22.277143,4.897293
0.010000,8.866228,12.151866,8.472715,5.127650,-3.703889,-32.502062,4.889080
0.010000,8.874975,12.101734,8.523604,5.088930,-3.872082,-16.819290,4.881226
0.010000,8.883269,12.051943,8.574081,5.047651,-4.127861,-25.577952,4.873710
0.010000,8.891130,12.002511,8.624134,5.005335,-4.231606,-10.374509,4.866513
0.010000,8.898575,11.953470,8.673737,4.960296,-4.503853,-27.224662,4.859618
0.010000,8.905621,11.904841,8.722874,4.913666,-4.663075,-15.922198,4.853008
0.010000,8.912288,11.856641,8.771533,4.865953,-4.771234,-10.815865,4.846667
0.010000,8.918590,11.808887,8.819701,4.816733,-4.922025,-15.079137,4.840581
0.010000,8.924544,11.761599,8.867363,4.766196,-5.053724,-13.169891,4.834737
0.010000,8.930166,11.714790,8.914508,4.714521,-5.167452,-11.372818,4.829122
0.010000,8.935469,11.668483,8.961117,4.660923,-5.359864,-19.241234,4.823725
0.010000,8.940468,11.622688,9.007184,4.606708,-5.421415,-6.155020,4.818536
0.010000,8.945177,11.577411,9.052706,4.552177,-5.453124,-3.170941,4.813542
0.010000,8.949609,11.532671,9.097664,4.495829,-5.634800,-18.167616,4.808737
0.010000,8.953777,11.488480,9.142052,4.438765,-5.706427,-7.162701,4.804111
0.010000,8.957692,11.444843,9.185864,4.381260,-5.750459,-4.403136,4.799655
0.010000,8.961367,11.401772,9.229091,4.322674,-5.858673,-10.821442,4.795361
0.010000,8.964812,11.359282,9.271721,4.263013,-5.966016,-10.734291,4.791224
0.010000,8.968038,11.317368,9.313758,4.203708,-5.930582,3.543387,4.787235
0.010000,8.971056,11.276048,9.355189,4.143076,-6.063149,-13.256724,4.783388
0.010000,8.973876,11.235333,9.396001,4.081204,-6.187179,-12.402956,4.779678
0.010000,8.976507,11.195222,9.436198,4.019701,-6.150308,3.687105,4.776099
0.010000,8.978958,11.155723,9.475773,3.957537,-6.216440,-6.613169,4.772645
0.010000,8.981238,11.116842,9.514721,3.894793,-6.274376,-5.793639,4.769311
0.010000,8.983356,11.078585,9.553037,3.831548,-6.324479,-5.010280,4.766093
0.010000,8.985320,11.040957,9.590716,3.767877,-6.367100,-4.262079,4.762986
0.010000,8.987138,11.003964,9.627754,3.703852,-6.402580,-3.548019,4.759987
0.010000,8.988817,10.967607,9.664150,3.639539,-6.431251,-2.867082,4.757090
0.010000,8.990364,10.931896,9.699894,3.574440,-6.509933,-7.868250,4.754293
0.010000,8.991786,10.896839,9.734980,3.508598,-6.584146,-7.421305,4.751592
0.010000,8.993091,10.862429,9.769415,3.443488,-6.510992,7.315416,4.748983
0.010000,8.994284,10.828666,9.803198,3.378336,-6.515233,-0.424097,4.746463
0.010000,8.995372,10.795577,9.836305,3.310722,-6.761409,-24.617629,4.744030
0.010000,8.996360,10.763140,9.868757,3.245178,-6.554424,20.698546,4.741680
0.010000,8.997255,10.731372,9.900538,3.178130,-6.704777,-15.035316,4.739411
0.010000,8.998061,10.700270,9.931651,3.111259,-6.687092,1.768493,4.737220
0.010000,8.998785,10.669840,9.962090,3.043843,-6.741556,-5.446398,4.735105
0.010000,8.999430,10.640077,9.991859,2.976972,-6.687139,5.441716,4.733064
0.010000,9.000003,10.611000,10.020942,2.908245,-6.872704,-18.556498,4.731094
0.010000,9.000507,10.582592,10.049354,2.841227,-6.701770,17.093402,4.729193
0.010000,9.000948,10.554864,10.077085,2.773144,-6.808330,-10.656047,4.727359
0.010000,9.001329,10.527827,10.104126,2.704055,-6.908850,-10.051952,4.725592
0.010000,9.001654,10.501468,10.130486,2.636044,-6.801164,10.768560,4.723888
0.010000,9.001928,10.475793,10.156163,2.567696,-6.834769,-3.360515,4.722246
0.010000,9.002155,10.450803,10.181154,2.499050,-6.864600,-2.983059,4.720664
0.010000,9.002337,10.426502,10.205455,2.430143,-6.890743,-2.614278,4.719141
0.010000,9.002479,10.402897,10.229061,2.360575,-6.956777,-6.603398,4.717676
0.010000,9.002584,10.379983,10.251975,2.291428,-6.914719,4.205768,4.716267
0.010000,9.002656,10.357761,10.274197,2.222202,-6.922610,-0.789123,4.714913
0.010000,9.002696,10.336233,10.295726,2.152853,-6.934907,-1.229647,4.713613
0.010000,9.002708,10.315399,10.316560,2.083369,-6.948344,-1.343763,4.712365
0.010000,9.002696,10.295267,10.336691,2.013166,-7.020301,-7.195664,4.711169
0.010000,9.002661,10.275833,10.356125,1.943390,-6.977594,4.270691,4.710023
0.010000,9.002606,10.257097,10.374861,1.873618,-6.977255,0.033887,4.708927
0.010000,9.002534,10.239059,10.392900,1.803878,-6.973970,0.328507,4.707878
0.010000,9.002448,10.221717,10.410242,1.734200,-6.967817,0.615355,4.706878
0.010000,9.002348,10.205080,10.426879,1.663677,-7.052308,-8.449105,4.705924
0.010000,9.002238,10.189152,10.442808,1.592916,-7.076047,-2.373989,4.705016
0.010000,9.002119,10.173919,10.458041,1.523346,-6.956996,11.905136,4.704153
0.010000,9.001993,10.159390,10.472571,1.452973,-7.037369,-8.037310,4.703335
0.010000,9.001863,10.145572,10.486389,1.381800,-7.117278,-7.990899,4.702561
0.010000,9.001729,10.132447,10.499515,1.312582,-6.921752,19.552658,4.701829
0.010000,9.001594,10.120043,10.511920,1.240465,-7.211769,-29.001704,4.701141
0.010000,9.001458,10.108331,10.523632,1.171257,-6.920778,29.099095,4.700495
0.010000,9.001324,10.097339,10.534625,1.099317,-7.193956,-27.317807,4.699890
0.010000,9.001192,10.087038,10.544927,1.030158,-6.915915,27.804038,4.699326
0.010000,9.001065,10.077463,10.554503,0.957608,-7.255006,-33.909019,4.698803
0.010000,9.000942,10.068584,10.563383,0.887985,-6.962335,29.267044,4.698321
0.010000,9.000825,10.060414,10.571553,0.817040,-7.094450,-13.211450,4.697878
0.010000,9.000716,10.052960,10.579009,0.745531,-7.150948,-5.649796,4.697475
0.010000,9.000614,10.046207,10.585762,0.675335,-7.019568,13.137934,4.697111
0.010000,9.000520,10.040159,10.591811,0.604868,-7.046682,-2.711402,4.696786
0.010000,9.000436,10.034834,10.597137,0.532597,-7.227126,-18.044350,4.696500
0.010000,9.000362,10.030214,10.601757,0.462026,-7.057066,17.006027,4.696252
0.010000,9.000299,10.026302,10.605670,0.391304,-7.072263,-1.519714,4.696043
0.010000,9.000246,10.023098,10.608874,0.320452,-7.085130,-1.286733,4.695872
0.010000,9.000205,10.020603,10.611369,0.249496,-7.095665,-1.053508,4.695739
0.010000,9.000175,10.018819,10.613154,0.178457,-7.103866,-0.820082,4.695643
0.010000,9.000156,10.017702,10.614271,0.111724,-6.673276,43.059014,4.695584
0.010000,9.000147,10.017120,10.614853,0.058216,-5.350873,132.240259,4.695553
0.010000,9.000143,10.016895,10.615078,0.022480,-3.573542,177.733131,4.695541
0.010000,9.000142,10.016850,10.615123,0.004529,-1.795130,177.841180,4.695539
0.010000,9.000142,10.016850,10.615123,0.000000,-0.452888,134.224190,4.695539
